Ep: 424, Reward: -61.78343949044623, Avg: -58.80668217845062
Ep: 425, Reward: -64.15770609319071, Avg: -58.846665613884504
Ep: 426, Reward: -62.96296296296352, Avg: -58.74565551287441
Ep: 427, Reward: -52.21843003413006, Avg: -58.47122964372419
Ep: 428, Reward: -41.89602446483205, Avg: -58.31061030879292
Ep: 429, Reward: -48.17073170731762, Avg: -58.11605863306035
Ep: 430, Reward: -33.11036789297671, Avg: -58.09698180657495
Ep: 431, Reward: -52.97805642633291, Avg: -58.317551844522484
Ep: 432, Reward: -38.18181818181882, Avg: -58.10753329164679
Ep: 433, Reward: -44.62540716612433, Avg: -58.17022571947241
Ep: 434, Reward: -53.02013422818834, Avg: -58.14628693436575
Ep: 435, Reward: -62.26415094339683, Avg: -58.418747938384556
Ep: 436, Reward: -74.82014388489213, Avg: -58.6197795659127
Ep: 437, Reward: -61.93771626297647, Avg: -58.65011563265205
Ep: 438, Reward: -30.069930069930074, Avg: -58.20559200341505
Ep: 439, Reward: -28.57142857142912, Avg: -57.652596611709995
Ep: 440, Reward: -80.64516129032222, Avg: -58.144968802230544
Ep: 441, Reward: -82.39436619718265, Avg: -58.454349357406244
Ep: 442, Reward: -83.81877022653669, Avg: -58.98596771660592
Ep: 443, Reward: -73.18007662835254, Avg: -59.06062562574658
Ep: 444, Reward: -47.368421052632115, Avg: -58.79921049852455
Ep: 445, Reward: -25.650557620817843, Avg: -58.267837286853954
Ep: 446, Reward: -60.3960396039609, Avg: -58.75916969654544
Ep: 447, Reward: -46.99646643109565, Avg: -58.501861633583665
Ep: 448, Reward: -69.34865900383126, Avg: -58.528681556955306
Ep: 449, Reward: -79.71014492753592, Avg: -58.531968573240974
Ep: 450, Reward: -76.35135135135128, Avg: -58.48115847932743
Ep: 451, Reward: -45.33762057877867, Avg: -58.12380913306476
Ep: 452, Reward: -59.86622073578653, Avg: -58.39554826349955
Ep: 453, Reward: -66.942148760331, Avg: -58.47249326207465
Ep: 454, Reward: -43.70860927152351, Avg: -58.10438454959508
Ep: 455, Reward: -13.857677902621512, Avg: -57.95724704290699
Ep: 456, Reward: -53.30739299610941, Avg: -57.689656521040845
Ep: 457, Reward: -50.867052023122014, Avg: -57.83662491361249
Ep: 458, Reward: -74.169741697417, Avg: -57.89477802678918
Ep: 459, Reward: -70.4797047970482, Avg: -57.87735285253743
Ep: 460, Reward: -63.30275229357855, Avg: -58.36144420526044
Ep: 461, Reward: -48.05194805194883, Avg: -58.1404711484665
Ep: 462, Reward: -65.87030716723586, Avg: -58.475330803768756
Ep: 463, Reward: -68.19787985865763, Avg: -58.79223023727597
Ep: 464, Reward: -72.64437689969611, Avg: -58.780969088240155
Ep: 465, Reward: -73.18007662835265, Avg: -59.06071506000313
Ep: 466, Reward: -15.750915750915713, Avg: -58.49504082650882
Ep: 467, Reward: -40.5940594059408, Avg: -58.61284582734788
Ep: 468, Reward: -69.34865900383107, Avg: -58.54729627280789
Ep: 469, Reward: -71.22302158273385, Avg: -58.58420181331056
Ep: 470, Reward: -13.725490196078386, Avg: -57.98931385812848
Ep: 471, Reward: -73.85620915032685, Avg: -58.21807202806312
Ep: 472, Reward: -59.459459459459964, Avg: -58.28563959563069
Ep: 473, Reward: -18.032786885245848, Avg: -57.76899776751344
Ep: 474, Reward: -49.15254237288166, Avg: -57.44300494306708
Ep: 475, Reward: -45.848375451263884, Avg: -57.28858547177326
Ep: 476, Reward: -62.68656716417968, Avg: -57.515451143415056
Ep: 477, Reward: -75.35211267605632, Avg: -57.98083667695527
Ep: 478, Reward: -38.709677419354975, Avg: -57.54094383177166
Ep: 479, Reward: -62.45733788395968, Avg: -57.34602262577372
Ep: 480, Reward: -71.01449275362333, Avg: -57.49897198135423
Ep: 481, Reward: -28.80258899676428, Avg: -57.32211492817805
Ep: 482, Reward: -63.21070234113783, Avg: -57.18755528492277
Ep: 483, Reward: -64.42687747035623, Avg: -57.308014535816795
Ep: 484, Reward: -29.752066115702533, Avg: -56.99560611895963
Ep: 485, Reward: -50.98039215686314, Avg: -56.84211037722859
Ep: 486, Reward: -25.781250000000437, Avg: -56.560449193018066
Ep: 487, Reward: -71.06109324758867, Avg: -56.47939345882729
Ep: 488, Reward: -68.531468531469, Avg: -56.3820994484898
Ep: 489, Reward: -71.73144876325101, Avg: -56.63898228144604
Ep: 490, Reward: -49.32432432432489, Avg: -56.3997840531174
Ep: 491, Reward: -50.6172839506176, Avg: -56.68887504208977
Ep: 492, Reward: -64.51612903225858, Avg: -56.63366180057716
Ep: 493, Reward: -81.61764705882312, Avg: -56.82020864153574
Ep: 494, Reward: -37.9844961240314, Avg: -56.739621948099796
Ep: 495, Reward: -26.751592356687976, Avg: -56.70250211007727
Ep: 496, Reward: -32.142857142857366, Avg: -56.62193732602411
Ep: 497, Reward: -75.86206896551714, Avg: -56.773415158536416
Ep: 498, Reward: -19.678714859437612, Avg: -56.35752625079276
Ep: 499, Reward: -61.26760563380338, Avg: -56.5017637689248
Ep: 500, Reward: 23.893805309733207, Avg: -55.471159049160796
Ep: 501, Reward: -33.33333333333405, Avg: -55.120281856178345
Ep: 502, Reward: -35.15358361774774, Avg: -55.367340080415524
Ep: 503, Reward: -60.000000000000654, Avg: -55.16039027346573
Ep: 504, Reward: -82.63888888888843, Avg: -55.51681449804366
Ep: 505, Reward: -57.89473684210575, Avg: -56.171030683669024
Ep: 506, Reward: -57.09570957095772, Avg: -56.332151713804826
Ep: 507, Reward: -58.333333333333854, Avg: -56.18164474295565
Ep: 508, Reward: 1.4492753623184846, Avg: -55.42169744387792
Ep: 509, Reward: -24.398625429553682, Avg: -54.94540397789373
Ep: 510, Reward: -79.09407665505199, Avg: -55.341183454121676
Ep: 511, Reward: -49.66442953020217, Avg: -55.19497060656655
Ep: 512, Reward: -52.38095238095276, Avg: -54.99437068155717
Ep: 513, Reward: -54.3859649122812, Avg: -54.773920566370236
Ep: 514, Reward: -58.95522388059749, Avg: -54.611699755530815
Ep: 515, Reward: -23.076923076923695, Avg: -54.110326129157194
Ep: 516, Reward: -69.23076923076898, Avg: -54.15073508728765
Ep: 517, Reward: -49.68553459119535, Avg: -53.923072526863514
Ep: 518, Reward: -47.15447154471575, Avg: -53.580490848258634
Ep: 519, Reward: -79.02097902097874, Avg: -53.612079948813246
Ep: 520, Reward: -39.393939393939576, Avg: -53.40170279599006
Ep: 521, Reward: -76.35135135135134, Avg: -53.44471941509362
Ep: 522, Reward: -67.10526315789518, Avg: -53.48500281590334
Ep: 523, Reward: -58.333333333333854, Avg: -53.35002629008176
Ep: 524, Reward: -40.559440559441214, Avg: -53.1377863007717
Ep: 525, Reward: -68.53146853146885, Avg: -53.18152392515449
Ep: 526, Reward: -27.392739273927884, Avg: -52.825821688264135
Ep: 527, Reward: -73.78277153558054, Avg: -53.04146510327863
Ep: 528, Reward: -30.90909090909143, Avg: -52.93159576772122
Ep: 529, Reward: -49.494949494950134, Avg: -52.944837945597556
Ep: 530, Reward: -52.38095238095276, Avg: -53.137543790477324
Ep: 531, Reward: -19.191919191919833, Avg: -52.79968241813319
Ep: 532, Reward: -66.46341463414676, Avg: -53.08249838265647
Ep: 533, Reward: -41.634241245137, Avg: -53.052586723446595
Ep: 534, Reward: -44.62540716612456, Avg: -52.96863945282595
Ep: 535, Reward: -57.29537366548088, Avg: -52.91895168004678
Ep: 536, Reward: -61.13074204947051, Avg: -52.78205766169256
Ep: 537, Reward: -53.23741007194288, Avg: -52.69505459978223
Ep: 538, Reward: -27.75665399239549, Avg: -52.67192183900689
Ep: 539, Reward: -41.36807817589594, Avg: -52.799888335051556
Ep: 540, Reward: -53.40501792114755, Avg: -52.5274869013598
Ep: 541, Reward: -75.77854671280274, Avg: -52.46132870651601
Ep: 542, Reward: -52.55474452554777, Avg: -52.14868844950612
Ep: 543, Reward: -31.654676258993447, Avg: -51.73343444581253
Ep: 544, Reward: -67.3202614379089, Avg: -51.9329528496653
Ep: 545, Reward: -63.21070234113765, Avg: -52.30855429686849
Ep: 546, Reward: -47.88273615635279, Avg: -52.183421262392415
Ep: 547, Reward: -80.13245033112548, Avg: -52.51478110139271
Ep: 548, Reward: -41.176470588235645, Avg: -52.23305921723676
Ep: 549, Reward: -85.99439775910301, Avg: -52.295901745552435
Ep: 550, Reward: -67.27272727272766, Avg: -52.20511550476619
Ep: 551, Reward: -52.380952380952735, Avg: -52.27554882278793
Ep: 552, Reward: -53.736654804270835, Avg: -52.214253163472776
Ep: 553, Reward: -61.805555555556126, Avg: -52.16288723142504
Ep: 554, Reward: -43.521594684385875, Avg: -52.16101708555365
Ep: 555, Reward: -74.02597402597405, Avg: -52.762700046787174
Ep: 556, Reward: -51.140065146580426, Avg: -52.74102676829189
Ep: 557, Reward: -49.41634241245191, Avg: -52.72651967218518
Ep: 558, Reward: -22.84866468842797, Avg: -52.213308902095285
Ep: 559, Reward: -59.866220735786456, Avg: -52.10717406148267
Ep: 560, Reward: -27.392739273927795, Avg: -51.748073931286164
Ep: 561, Reward: -51.80722891566296, Avg: -51.78562673992331
Ep: 562, Reward: -62.96296296296386, Avg: -51.75655329788058
Ep: 563, Reward: -54.54545454545533, Avg: -51.62002904474856
Ep: 564, Reward: -55.17241379310397, Avg: -51.445309413682644
Ep: 565, Reward: -69.4915254237291, Avg: -51.408423901636404
Ep: 566, Reward: -41.17647058823553, Avg: -51.66267945000961
Ep: 567, Reward: -82.03592814371214, Avg: -52.07709813738733
Ep: 568, Reward: -44.07894736842128, Avg: -51.824401021033225
Ep: 569, Reward: -4.761904761904692, Avg: -51.159789852824936
Ep: 570, Reward: -65.87030716723605, Avg: -51.68123802253652
Ep: 571, Reward: -51.807228915663295, Avg: -51.46074822018988
Ep: 572, Reward: -71.8309859154931, Avg: -51.5844634847502
Ep: 573, Reward: -61.267605633803356, Avg: -52.01681167223578
Ep: 574, Reward: -58.620689655172896, Avg: -52.1114931450587
Ep: 575, Reward: -26.666666666667517, Avg: -51.91967605721274
Ep: 576, Reward: -57.79220779220826, Avg: -51.87073246349302
Ep: 577, Reward: -33.797909407666026, Avg: -51.455190430809125
Ep: 578, Reward: -57.597173144876926, Avg: -51.64406538806435
Ep: 579, Reward: -69.69696969696997, Avg: -51.71646170619443
Ep: 580, Reward: -50.980392156863246, Avg: -51.516120700226836
Ep: 581, Reward: -76.5886287625417, Avg: -51.993981097884614
Ep: 582, Reward: -57.37704918032836, Avg: -51.935644566276515
Ep: 583, Reward: -43.85964912280771, Avg: -51.72997228280103
Ep: 584, Reward: -42.37288135593243, Avg: -51.85618043520332
Ep: 585, Reward: -45.205479452055116, Avg: -51.79843130815525
Ep: 586, Reward: -44.63667820069269, Avg: -51.98698559016218
Ep: 587, Reward: -40.625000000000796, Avg: -51.68262465768629
Ep: 588, Reward: -44.05594405594437, Avg: -51.43786941293105
Ep: 589, Reward: -61.7834394904464, Avg: -51.33838932020299
Ep: 590, Reward: -41.60583941605917, Avg: -51.261204471120344
Ep: 591, Reward: -60.573476702509566, Avg: -51.360766398639264
Ep: 592, Reward: -72.33201581027677, Avg: -51.438925266419446
Ep: 593, Reward: -47.7611940298514, Avg: -51.10036073612972
Ep: 594, Reward: -69.78021978022004, Avg: -51.41831797269161
Ep: 595, Reward: -48.71794871794906, Avg: -51.637981536304224
Ep: 596, Reward: -59.706959706960276, Avg: -51.913622561945246
Ep: 597, Reward: -57.51633986928157, Avg: -51.730165270982894
Ep: 598, Reward: -25.37313432835844, Avg: -51.7871094656721
Ep: 599, Reward: -30.313588850174845, Avg: -51.47756929783581
Ep: 600, Reward: -27.00729927007361, Avg: -51.986580343633875
Ep: 601, Reward: -79.91967871485912, Avg: -52.452443797449135
Ep: 602, Reward: -70.96774193548426, Avg: -52.8105853806265
Ep: 603, Reward: -22.58064516129026, Avg: -52.43639183223941
Ep: 604, Reward: -34.21052631578979, Avg: -51.95210820650842
Ep: 605, Reward: -79.02097902097874, Avg: -52.16337062829714
Ep: 606, Reward: -11.971830985915254, Avg: -51.712131842446716
Ep: 607, Reward: -79.71014492753591, Avg: -51.92589995838875
Ep: 608, Reward: -82.93515358361726, Avg: -52.7697442478481
Ep: 609, Reward: -72.31833910034611, Avg: -53.248941384556026
Ep: 610, Reward: -22.558922558922546, Avg: -52.683589843594724
Ep: 611, Reward: -42.307692307692804, Avg: -52.61002247136964
Ep: 612, Reward: -63.33333333333387, Avg: -52.71954628089344
Ep: 613, Reward: -78.52760736196295, Avg: -52.96096270539026
Ep: 614, Reward: -57.29537366548087, Avg: -52.94436420323909
Ep: 615, Reward: -76.27118644067787, Avg: -53.47630683687663
Ep: 616, Reward: -58.47750865051961, Avg: -53.36877423107415
Ep: 617, Reward: -8.088235294117395, Avg: -52.95280123810337
Ep: 618, Reward: -76.04790419161668, Avg: -53.24173556457237
Ep: 619, Reward: -81.24999999999962, Avg: -53.26402577436258
Ep: 620, Reward: -32.14285714285749, Avg: -53.19151495185176
Ep: 621, Reward: -31.34328358209022, Avg: -52.74143427415916
Ep: 622, Reward: -63.2352941176476, Avg: -52.70273458375668
Ep: 623, Reward: -80.26315789473657, Avg: -52.9220328293707
Ep: 624, Reward: -15.19434628975313, Avg: -52.66838188667382
Ep: 625, Reward: -77.61194029850726, Avg: -52.7591866043442
Ep: 626, Reward: -75.06925207756227, Avg: -53.235951732380535
Ep: 627, Reward: -47.183098591550156, Avg: -52.96995500294024
Ep: 628, Reward: -51.72413793103503, Avg: -53.178105473159675
Ep: 629, Reward: -17.525773195876788, Avg: -52.85841371016893
Ep: 630, Reward: -35.4838709677424, Avg: -52.689442896036844
Ep: 631, Reward: -60.91205211726438, Avg: -53.10664422529028
Ep: 632, Reward: -78.12499999999977, Avg: -53.22326007894881
Ep: 633, Reward: -56.66666666666713, Avg: -53.37358433316412
Ep: 634, Reward: -36.30573248407677, Avg: -53.29038758634364
Ep: 635, Reward: -30.31358885017446, Avg: -53.020569738190574
Ep: 636, Reward: -79.45205479452027, Avg: -53.20378286564107
Ep: 637, Reward: -53.41614906832382, Avg: -53.20557025560489
Ep: 638, Reward: -65.07936507936562, Avg: -53.57879736647459
Ep: 639, Reward: -57.44680851063903, Avg: -53.739584669822015
Ep: 640, Reward: -65.87030716723606, Avg: -53.86423756228291
Ep: 641, Reward: -3.9145907473311397, Avg: -53.145598002628184
Ep: 642, Reward: -62.73291925465904, Avg: -53.24737974991931
Ep: 643, Reward: -43.82022471910133, Avg: -53.36903523452039
Ep: 644, Reward: -33.33333333333381, Avg: -53.02916595347463
Ep: 645, Reward: -73.3333333333334, Avg: -53.13039226339658
Ep: 646, Reward: -66.77740863787422, Avg: -53.31933898821178
Ep: 647, Reward: -80.70739549839196, Avg: -53.32508843988446
Ep: 648, Reward: -76.10921501706478, Avg: -53.67441588417274
Ep: 649, Reward: -62.58503401360595, Avg: -53.44032224671777
Ep: 650, Reward: -84.37499999999945, Avg: -53.611344973990484
Ep: 651, Reward: -53.06859205776257, Avg: -53.61822137075859
Ep: 652, Reward: -62.962962962963516, Avg: -53.71048445234552
Ep: 653, Reward: -23.636363636363548, Avg: -53.3287925331536
Ep: 654, Reward: -41.17647058823581, Avg: -53.305341292192104
Ep: 655, Reward: -58.3333333333338, Avg: -53.14841488526571
Ep: 656, Reward: -52.89855072463812, Avg: -53.16599974104629
Ep: 657, Reward: 1.8867924528296847, Avg: -52.65296839239347
Ep: 658, Reward: -77.63578274760364, Avg: -53.200839572985224
Ep: 659, Reward: -82.3008849557518, Avg: -53.42518621518488
Ep: 660, Reward: -34.362934362934965, Avg: -53.494888166074944
Ep: 661, Reward: -80.45602605863158, Avg: -53.78137613750463
Ep: 662, Reward: -74.54545454545458, Avg: -53.897201053329525
Ep: 663, Reward: -35.71428571428625, Avg: -53.70888936501784
Ep: 664, Reward: -62.02531645569681, Avg: -53.77741839164378
Ep: 665, Reward: -73.59735973597327, Avg: -53.81847673476623
Ep: 666, Reward: -57.74647887324012, Avg: -53.98417681761626
Ep: 667, Reward: -45.0549450549454, Avg: -53.6143669867286
Ep: 668, Reward: -82.45614035087674, Avg: -53.99813891655315
Ep: 669, Reward: -47.791164658634955, Avg: -54.42843151552046
Ep: 670, Reward: -74.02597402597408, Avg: -54.50998818410784
Ep: 671, Reward: -68.53146853146889, Avg: -54.6772305802659
Ep: 672, Reward: -52.68138801261886, Avg: -54.485734601237155
Ep: 673, Reward: -67.74193548387136, Avg: -54.55047789973783
Ep: 674, Reward: -72.89156626506038, Avg: -54.6931866658367
Ep: 675, Reward: -61.29032258064597, Avg: -55.03942322497648
Ep: 676, Reward: -59.18367346938825, Avg: -55.05333788174828
Ep: 677, Reward: -49.8069498069505, Avg: -55.21342828574113
Ep: 678, Reward: -74.45255474452557, Avg: -55.381982101737606
Ep: 679, Reward: -81.24999999999962, Avg: -55.4975124047679
Ep: 680, Reward: -69.17808219178117, Avg: -55.679489305117094
Ep: 681, Reward: -42.49201277955317, Avg: -55.33852314528721
Ep: 682, Reward: -71.01449275362334, Avg: -55.47489758102015
Ep: 683, Reward: -55.93220338983107, Avg: -55.59562312369039
Ep: 684, Reward: -63.414634146342046, Avg: -55.80604065159448
Ep: 685, Reward: -60.854092526690906, Avg: -55.96252678234084
Ep: 686, Reward: -65.40880503144706, Avg: -56.17024805064838
Ep: 687, Reward: -42.59818731117866, Avg: -56.189979923760156
Ep: 688, Reward: -25.650557620818006, Avg: -56.00592605940889
Ep: 689, Reward: -37.71626297577913, Avg: -55.765254294262235
Ep: 690, Reward: -76.02739726027386, Avg: -56.10946987270437
Ep: 691, Reward: -81.27340823969999, Avg: -56.31646918807629
Ep: 692, Reward: -71.42857142857156, Avg: -56.307434744259226
Ep: 693, Reward: -61.40350877193032, Avg: -56.44385789168002
Ep: 694, Reward: -47.18309859154992, Avg: -56.21788667979333
Ep: 695, Reward: -68.5314685314683, Avg: -56.416021877928515
Ep: 696, Reward: -21.311475409836152, Avg: -56.032067034957265
Ep: 697, Reward: -43.45238095238168, Avg: -55.89142744578827
Ep: 698, Reward: -44.785276073620345, Avg: -56.08554886324088
Ep: 699, Reward: -34.9845201238391, Avg: -56.13225817597753
Ep: 700, Reward: -66.32996632996678, Avg: -56.52548484657646
Ep: 701, Reward: -45.65217391304384, Avg: -56.18280979855832
Ep: 702, Reward: -53.068592057762096, Avg: -56.003818299781095
Ep: 703, Reward: -66.55518394648882, Avg: -56.44356368763308
Ep: 704, Reward: -60.93750000000054, Avg: -56.71083342447518
Ep: 705, Reward: -66.03773584905707, Avg: -56.581000992755975
Ep: 706, Reward: -80.51948051948018, Avg: -57.266477488091624
Ep: 707, Reward: -50.980392156863346, Avg: -56.97917996038489
Ep: 708, Reward: -69.78851963746246, Avg: -56.84771362092335
Ep: 709, Reward: -25.76419213973815, Avg: -56.38217215131727
Ep: 710, Reward: -70.49180327868874, Avg: -56.86150095851494
Ep: 711, Reward: -61.80555555555629, Avg: -57.05647959099357
Ep: 712, Reward: -48.64048338368618, Avg: -56.909551091497086
Ep: 713, Reward: -74.35897435897434, Avg: -56.867864761467196
Ep: 714, Reward: -22.600619195046555, Avg: -56.520917216762854
Ep: 715, Reward: -25.490196078431417, Avg: -56.01310731314038
Ep: 716, Reward: -43.21766561514238, Avg: -55.86050888278662
Ep: 717, Reward: -19.117647058823685, Avg: -55.97080300043367
Ep: 718, Reward: -43.21766561514226, Avg: -55.64250061466893
Ep: 719, Reward: -77.84810126582259, Avg: -55.608481627327144
Ep: 720, Reward: -37.500000000000526, Avg: -55.66205305589859
Ep: 721, Reward: -67.0329670329674, Avg: -56.018949890407356
Ep: 722, Reward: -54.09836065573818, Avg: -55.927580555788275
Ep: 723, Reward: -30.09118541033467, Avg: -55.425860830944245
Ep: 724, Reward: -62.73291925465912, Avg: -55.90124656059331
Ep: 725, Reward: -23.547400611620713, Avg: -55.36060116372444
Ep: 726, Reward: -34.21052631579006, Avg: -54.95201390610672
Ep: 727, Reward: -78.18181818181796, Avg: -55.26200110200941
Ep: 728, Reward: -62.96296296296349, Avg: -55.37438935232869
Ep: 729, Reward: -46.66666666666745, Avg: -55.665798287036594
Ep: 730, Reward: -57.37704918032837, Avg: -55.88473006916245
Ep: 731, Reward: -63.636363636364194, Avg: -55.91197318435345
Ep: 732, Reward: -58.64661654135388, Avg: -55.717189349767
Ep: 733, Reward: -67.21311475409871, Avg: -55.82265383064129
Ep: 734, Reward: -58.59872611465023, Avg: -56.04558376694704
Ep: 735, Reward: -72.97297297297308, Avg: -56.47217760817502
Ep: 736, Reward: -25.149700598802355, Avg: -55.929154066217855
Ep: 737, Reward: -53.488372093023685, Avg: -55.92987629646485
Ep: 738, Reward: -43.548387096774476, Avg: -55.71456651663894
Ep: 739, Reward: -60.65573770491854, Avg: -55.74665580858173
Ep: 740, Reward: -55.32646048110047, Avg: -55.64121734172038
Ep: 741, Reward: -59.349593495935395, Avg: -56.19556736920642
Ep: 742, Reward: -73.07692307692312, Avg: -56.299007407429045
Ep: 743, Reward: -36.61971830985937, Avg: -56.22700234333663
Ep: 744, Reward: -60.85409252669094, Avg: -56.5022099352702
Ep: 745, Reward: -68.30985915492997, Avg: -56.45197519348616
Ep: 746, Reward: -80.19801980197985, Avg: -56.586181305127226
Ep: 747, Reward: -63.08724832214824, Avg: -56.409979833364794
Ep: 748, Reward: -38.40579710144948, Avg: -56.03294565420863
Ep: 749, Reward: -66.44295302013465, Avg: -56.071524844273924
Ep: 750, Reward: -79.67479674796718, Avg: -56.02452281175361
Ep: 751, Reward: -72.02797202797213, Avg: -56.2141166114557
Ep: 752, Reward: -42.30769230769279, Avg: -56.00756390490299
Ep: 753, Reward: -77.56410256410238, Avg: -56.54684129418038
Ep: 754, Reward: -49.15254237288221, Avg: -56.62660201202686
Ep: 755, Reward: -73.42192691029908, Avg: -56.7774879477965
Ep: 756, Reward: -55.39033457249147, Avg: -56.80240578627503
Ep: 757, Reward: -20.48929663608601, Avg: -57.02616667716419
Ep: 758, Reward: -58.7628865979387, Avg: -56.83743771566753
Ep: 759, Reward: -54.70383275261365, Avg: -56.561467193636155
Ep: 760, Reward: -46.843853820598255, Avg: -56.68627638821279
Ep: 761, Reward: -73.48484848484851, Avg: -56.61656461247497
Ep: 762, Reward: -64.16938110749238, Avg: -56.51280387809534
Ep: 763, Reward: -60.43165467625951, Avg: -56.759977567715076
Ep: 764, Reward: -60.122699386503655, Avg: -56.740951397023146
Ep: 765, Reward: -69.28327645051229, Avg: -56.69781056416853
Ep: 766, Reward: -61.038961038961574, Avg: -56.73073538582574
Ep: 767, Reward: -69.96996996997024, Avg: -56.97988563497599
Ep: 768, Reward: -78.41726618705012, Avg: -56.93949689333772
Ep: 769, Reward: -56.204379562044316, Avg: -57.023629042371816
Ep: 770, Reward: -64.28571428571483, Avg: -56.926226444969224
Ep: 771, Reward: -60.13289036544923, Avg: -56.84224066330902
Ep: 772, Reward: -79.522184300341, Avg: -57.11064862618625
Ep: 773, Reward: -65.5172413793109, Avg: -57.088401685140646
Ep: 774, Reward: -75.69444444444436, Avg: -57.11643046693449
Ep: 775, Reward: -64.41281138790089, Avg: -57.147655355007025
Ep: 776, Reward: -60.85409252669116, Avg: -57.16435954558006
Ep: 777, Reward: -52.72727272727307, Avg: -57.19356277478329
Ep: 778, Reward: -79.59183673469362, Avg: -57.24495559468498
Ep: 779, Reward: -32.43243243243306, Avg: -56.75677991900931
Ep: 780, Reward: -64.41281138790117, Avg: -56.70912721097052
Ep: 781, Reward: -35.97560975609766, Avg: -56.643963180735966
Ep: 782, Reward: -70.58823529411788, Avg: -56.639700606140906
Ep: 783, Reward: -63.45514950166172, Avg: -56.71493006725921
Ep: 784, Reward: -36.24161073825517, Avg: -56.44319983317834
Ep: 785, Reward: -60.43165467625953, Avg: -56.43897545467403
Ep: 786, Reward: -82.33215547703135, Avg: -56.60820895912987
Ep: 787, Reward: -68.15286624203853, Avg: -56.863755748438464
Ep: 788, Reward: -43.78698224852126, Avg: -57.045119994715485
Ep: 789, Reward: -78.94736842105237, Avg: -57.45743104916823
Ep: 790, Reward: -70.77922077922099, Avg: -57.4049492843577
Ep: 791, Reward: -79.31034482758592, Avg: -57.385318650236556
Ep: 792, Reward: -66.91176470588276, Avg: -57.340150583009674
Ep: 793, Reward: -80.51948051948017, Avg: -57.531310300485174
Ep: 794, Reward: -69.82758620689677, Avg: -57.75775517663864
Ep: 795, Reward: -64.9122807017549, Avg: -57.72156329834151
Ep: 796, Reward: -55.17241379310404, Avg: -58.060172682174176
Ep: 797, Reward: -69.38775510204037, Avg: -58.319526423670766
Ep: 798, Reward: -75.86206896551715, Avg: -58.630294352589736
Ep: 799, Reward: -82.33215547703135, Avg: -59.10377070612165
Ep: 800, Reward: -77.18631178707211, Avg: -59.212334160692706
Ep: 801, Reward: -69.51219512195146, Avg: -59.450934372781795
Ep: 802, Reward: -31.506849315068543, Avg: -59.23531694535485
Ep: 803, Reward: -57.295373665480895, Avg: -59.142718842544774
Ep: 804, Reward: -44.09937888198784, Avg: -58.97433763136465
Ep: 805, Reward: -80.45602605863161, Avg: -59.118520533460384
Ep: 806, Reward: -50.49504950495092, Avg: -58.81827622331509
Ep: 807, Reward: -73.97769516728629, Avg: -59.04824925341933
Ep: 808, Reward: -72.86821705426367, Avg: -59.079046227587334
Ep: 809, Reward: -58.18815331010504, Avg: -59.40328583929101
Ep: 810, Reward: -29.032258064516512, Avg: -58.98869038714928
Ep: 811, Reward: -40.98360655737795, Avg: -58.7804708971675
Ep: 812, Reward: -77.56410256410237, Avg: -59.06970708897166
Ep: 813, Reward: -32.47588424437326, Avg: -58.65087618782566
Ep: 814, Reward: -69.17808219178107, Avg: -59.11665081779301
Ep: 815, Reward: -73.33333333333336, Avg: -59.59508219034202
Ep: 816, Reward: -67.4267100977203, Avg: -59.837172635167796
Ep: 817, Reward: -37.30407523511049, Avg: -60.01903691693067
Ep: 818, Reward: -33.797909407666054, Avg: -59.924839354855905
Ep: 819, Reward: -35.27508090614906, Avg: -59.499109151259184
Ep: 820, Reward: -79.93311036789265, Avg: -59.92344025493809
Ep: 821, Reward: -32.88590604026852, Avg: -59.58196964501111
Ep: 822, Reward: -66.03773584905703, Avg: -59.70136339694429
Ep: 823, Reward: -77.35849056603757, Avg: -60.17403644850132
Ep: 824, Reward: -56.810631229236556, Avg: -60.114813568247094
Ep: 825, Reward: -80.51948051948017, Avg: -60.68453436732569
Ep: 826, Reward: -37.88819875776471, Avg: -60.72131109174543
Ep: 827, Reward: -44.444444444444656, Avg: -60.38393735437169
Ep: 828, Reward: -68.42105263157924, Avg: -60.438518251057864
Ep: 829, Reward: -65.5172413793108, Avg: -60.62702399818428
Ep: 830, Reward: -85.25073746312624, Avg: -60.90576088101226
Ep: 831, Reward: -70.5882352941179, Avg: -60.975279597589804
Ep: 832, Reward: -27.480916030534395, Avg: -60.66362259248161
Ep: 833, Reward: -76.11940298507454, Avg: -60.75268547479137
Ep: 834, Reward: -81.54981549815457, Avg: -60.98219636862641
Ep: 835, Reward: -83.27759197324366, Avg: -61.085242558629126
Ep: 836, Reward: -80.26315789473651, Avg: -61.63637713158847
Ep: 837, Reward: -49.85250737463217, Avg: -61.60001848440456
Ep: 838, Reward: -38.93129770992408, Avg: -61.55384759053605
Ep: 839, Reward: -68.7500000000005, Avg: -61.63479021348687
Ep: 840, Reward: -70.37037037037076, Avg: -61.78522931237957
Ep: 841, Reward: -55.88235294117722, Avg: -61.75055690683199
Ep: 842, Reward: -25.806451612903324, Avg: -61.27785219219179
Ep: 843, Reward: -53.64238410596087, Avg: -61.448078850152804
Ep: 844, Reward: -49.49494949494983, Avg: -61.33448741983538
Ep: 845, Reward: -76.19047619047608, Avg: -61.41329359019084
Ep: 846, Reward: -62.96296296296372, Avg: -61.24094302180069
Ep: 847, Reward: -47.19471947194782, Avg: -61.08201773329869
